akscore2_nondock	akscore2_dock	akscore2_ens
0.0	-0.833	-0.0
0.0	-1.458	-0.0
0.0	0.111	0.0
0.0	-1.1017	-0.0
0.0	0.5435	0.0
0.0	0.5511	0.0
0.0	0.444	0.0
0.0	-0.0585	-0.0
0.0	-0.8005	-0.0
0.0	0.2116	0.0
0.0	-1.236	-0.0
0.0	-0.6394	-0.0
0.0	0.182	0.0
0.0	-0.6838	-0.0
0.0	-0.5585	-0.0
0.0	-1.0589	-0.0
0.0	-1.6151	-0.0
0.0	-1.2523	-0.0
0.0	-1.0309	-0.0
0.0	1.3634	0.0
