akscore2_nondock	akscore2_dock	akscore2_ens
0.0	0.2142	0.0
0.0	0.8608	0.0
0.0	-0.6432	-0.0
0.0	0.0918	0.0
0.0	1.0533	0.0
0.0	0.2136	0.0
0.0	1.2312	0.0
0.0	0.2138	0.0
0.0	0.7351	0.0
0.0	-0.6933	-0.0
0.0	0.3173	0.0
0.0	-1.5118	-0.0
0.0	-0.0297	-0.0
0.0001	-3.4759	-0.0002
0.0	0.0418	0.0
0.0	1.3521	0.0
0.0	-3.7501	-0.0002
0.0	0.4193	0.0
0.0871	-2.7108	-0.2362
0.0	0.438	0.0
