akscore2_nondock	akscore2_dock	akscore2_ens
0.0001	-1.5411	-0.0001
0.0	-0.0457	-0.0
0.0	-1.6766	-0.0
0.0	0.0438	0.0
0.0	0.3889	0.0
0.0	-1.9076	-0.0
0.0	-0.6438	-0.0
0.0	-0.8833	-0.0
0.0	-1.1689	-0.0
0.0	-1.2305	-0.0
0.0	-2.5781	-0.0
0.0	-1.7594	-0.0
0.0	2.3267	0.0
0.0	0.9745	0.0
0.0	-1.1038	-0.0
0.0005	-1.4996	-0.0007
0.0	-0.8801	-0.0
0.0	-2.1572	-0.0
0.0	-1.7824	-0.0001
0.0	-3.0559	-0.0
