akscore2_nondock	akscore2_dock	akscore2_ens
0.0	-0.933	-0.0
0.0	0.8877	0.0
0.0	0.3333	0.0
0.0	-1.1557	-0.0
0.0	0.6526	0.0
0.0	-0.0468	-0.0
0.0	-0.591	-0.0
0.0	-1.0092	-0.0
0.0	1.2723	0.0
0.0	1.0455	0.0
0.0	-0.7812	-0.0
0.0	1.2096	0.0
0.0	-2.0897	-0.0
0.0	-0.3863	-0.0
0.0	0.1815	0.0
0.0	1.3309	0.0
0.0	-1.5914	-0.0
0.0	-0.0002	-0.0
0.0002	-2.5662	-0.0006
