akscore2_nondock	akscore2_dock	akscore2_ens
0.0	-1.0155	-0.0
0.0	-2.6703	-0.0
0.0	-2.9025	-0.0
0.0	-3.0707	-0.0
0.0	-3.9628	-0.0
