akscore2_nondock	akscore2_dock	akscore2_ens
0.0	-3.4001	-0.0
0.0	-4.0428	-0.0
0.0	-3.2966	-0.0
0.0	-3.2086	-0.0
0.0	-3.0614	-0.0
0.0	-1.1872	-0.0
0.0	-3.4723	-0.0
0.0	-3.4304	-0.0
0.0	-3.6453	-0.0
0.0003	-3.7536	-0.0012
0.0003	-3.6782	-0.0012
0.0	-3.5484	-0.0
0.0	-3.9409	-0.0
0.0	-1.9961	-0.0
0.0	-3.6269	-0.0
0.0	-3.3647	-0.0
0.0	-3.8251	-0.0
0.0	-2.3398	-0.0
0.0	-3.49	-0.0
0.0	-3.506	-0.0
