akscore2_nondock	akscore2_dock	akscore2_ens
0.0404	0.1905	0.0077
0.0054	-2.7806	-0.015
0.0003	-4.111	-0.001
0.0451	-2.7573	-0.1243
0.0025	-3.0303	-0.0075
0.0054	-2.8801	-0.0156
0.0	-2.4704	-0.0
0.0381	-5.0793	-0.1935
0.3958	-2.0338	-0.805
0.0002	-5.0813	-0.0009
0.0004	-3.5853	-0.0016
0.0109	-3.2192	-0.0351
0.0019	-4.8911	-0.0094
0.0132	-3.7158	-0.0491
0.0	-5.0782	-0.0001
0.0134	-3.1163	-0.0416
0.0001	-2.601	-0.0003
0.0	-4.2117	-0.0
0.0053	-1.8669	-0.0099
