akscore2_nondock	akscore2_dock	akscore2_ens
0.0	-2.393	-0.0
0.0	-3.5231	-0.0
0.0	-4.0326	-0.0
0.0	-3.1906	-0.0
0.0	-4.5532	-0.0
0.0	-4.1568	-0.0
0.0	-4.9815	-0.0
0.0	-4.4049	-0.0
0.0	-4.1225	-0.0
0.0	-3.4967	-0.0
0.0	-2.3765	-0.0
0.0	-3.4899	-0.0
0.0	-4.8997	-0.0
0.0	0.9651	0.0
0.0	-3.0883	-0.0
0.0	-1.9673	-0.0
0.0	-4.0662	-0.0
0.0	0.3281	0.0
0.0	-1.6246	-0.0
0.0	0.2547	0.0
