akscore2_nondock	akscore2_dock	akscore2_ens
0.0	1.3076	0.0
0.0	-0.4482	-0.0
0.0	0.1197	0.0
0.0	-0.1099	-0.0
0.0	2.1173	0.0
0.0	1.2194	0.0
0.0	1.9626	0.0
0.0	1.4845	0.0
0.0	2.6978	0.0
0.0	-0.3019	-0.0
0.0	2.7878	0.0
0.0	0.6785	0.0
0.0	1.542	0.0
0.0	2.3398	0.0
0.0	-1.7946	-0.0
0.0	3.518	0.0
0.0	-1.3736	-0.0
0.0	2.1783	0.0
0.0	-1.4029	-0.0
0.0	0.967	0.0
