akscore2_nondock	akscore2_dock	akscore2_ens
0.0	-0.0888	-0.0
0.0	-0.1493	-0.0
0.0	-4.8895	-0.0
0.0	-0.2044	-0.0
0.0	-0.7116	-0.0
0.0	-0.5553	-0.0
0.0	-5.086	-0.0
0.0	-5.0082	-0.0
0.0	-3.6784	-0.0
0.0	-1.3132	-0.0
0.0	-1.7619	-0.0
0.0	-1.6497	-0.0
0.0	-3.9029	-0.0
0.0	-1.0242	-0.0
0.0	-3.5851	-0.0
0.0	-4.2535	-0.0
0.0	-3.7965	-0.0
0.0	-2.1406	-0.0
0.0	-2.6553	-0.0
0.0	-4.7685	-0.0
