akscore2_nondock	akscore2_dock	akscore2_ens
0.0	3.2732	0.0
0.0	1.7046	0.0
0.0	1.0515	0.0
0.0	1.6548	0.0
0.0	1.0885	0.0
0.0	-2.4178	-0.0
0.0	0.9372	0.0
0.0	-2.9711	-0.0
0.0	2.0094	0.0
0.0	0.8793	0.0
0.0	-3.0081	-0.0001
0.0001	-1.7781	-0.0001
0.0	-3.4522	-0.0001
0.0	1.8964	0.0
0.0	3.0323	0.0
0.0	2.3486	0.0
0.0	-1.3123	-0.0
0.0	2.222	0.0
0.0	-1.9942	-0.0
