akscore2_nondock	akscore2_dock	akscore2_ens
0.0	-3.1654	-0.0
0.0	-2.1357	-0.0
0.0	1.0344	0.0
0.0	-1.5998	-0.0
0.0	-1.2396	-0.0
0.0	-2.5919	-0.0
0.0	-1.9601	-0.0
0.0	-3.2876	-0.0
0.0018	-3.3885	-0.006
0.0	-3.6227	-0.0
0.0	0.8333	0.0
0.0	-2.5329	-0.0
0.0	0.8019	0.0
0.0	-3.3245	-0.0
0.0	-0.8738	-0.0
0.0	-2.4272	-0.0
0.0	-2.9167	-0.0
0.0	-1.0451	-0.0
0.0	-0.5322	-0.0
0.0	-3.7344	-0.0
